Launch Firefox 5.0.1, 1.19835327241085, 101.847507331378
Type SunSpider URL, 2.59909177450604, 96.4636589832182
Run SunSpider, 14.5087079053464, 203.442541189059
Close Firefox, 0.850183513424915, 123.852461061798
Total Runtime,24.4940538639106

Launch Firefox 5.0.1, 1.52809127560137, 79.8704211235112
Type SunSpider URL, 2.10207117295978, 119.271842850601
Run SunSpider, 8.00591397076788, 368.688499078431
Close Firefox, 0.10303887008016, 1021.91843146111
Total Runtime,12.2702585065299

