Launch Safari 5.1.7534.50, 1.31429454263992, 96.4384706266388
Type URL to Google V8 benchmark, 1.78081283820638, 137.491648948343
Run Google V8, 5.25638088120662, 456.745482154041
Close Safari, 1.0527545491688, 42.0067392448939
Total Runtime,10.8122092716882

Launch Safari 5.1.7534.50, 1.21426107701815, 104.383281358559
Type URL to Google V8 benchmark, 1.75031121659512, 139.887633280255
Run Google V8, 5.25134529746421, 457.183461375378
Close Safari, 0.85097909185663, 51.966947553701
Total Runtime,10.4775260214029

Launch Safari 5.1.7534.50, 1.2863134972071, 52.0868358650308
Type URL to Google V8 benchmark, 2.02245747690606, 104.328522309792
Run Google V8, 26.0086520997039, 82.664799073708
Close Safari, 0.851539755517018, 104.516553012799
Total Runtime,30.884550159252

Launch Safari 5.1.7534.50, 1.27390970198589, 52.5939946100998
Type URL to Google V8 benchmark, 1.97859713141063, 106.641213944129
Run Google V8, 26.274561902976, 81.8281959539153
Close Safari, 0.850172734029288, 104.684608712627
Total Runtime,30.9777338034473

